goodbooks_id,isbn13,title,authors,year,language,average_rating,ratings_count,image_url,genre
386,9780440439880,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",Scott O'Dell,1960,en-CA,3.8,236015,https://images.gr-assets.com/books/1475166260m/233818.jpg,Young Adult
328,9780743496730,Nineteen Minutes,Jodi Picoult,2007,eng,4.1,235978,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
423,9780062059960,"The Elite (The Selection, #2)",Kiera Cass,2013,eng,4.02,234247,https://images.gr-assets.com/books/1391454595m/16248068.jpg,Young Adult
336,9780446696620,"1st to Die (Women's Murder Club, #1)",James Patterson,2001,en-US,4.05,233984,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery & Thriller
354,9781400033420,Beloved,Toni Morrison,1987,eng,3.77,233825,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
350,9780679785900,Fear and Loathing in Las Vegas,"Hunter S. Thompson, Ralph Steadman",1971,eng,4.08,232489,https://images.gr-assets.com/books/1394204569m/7745.jpg,Fiction
235,9780399159340,The Husband's Secret,Liane Moriarty,2013,eng,3.92,232106,https://images.gr-assets.com/books/1460577225m/17802724.jpg,Mystery & Thriller
419,9781595141990,"Blood Promise (Vampire Academy, #4)",Richelle Mead,2009,en-US,4.35,231853,https://images.gr-assets.com/books/1442530605m/5996153.jpg,Young Adult
342,9780316228530,The Casual Vacancy,J.K. Rowling,2012,eng,3.28,231835,https://images.gr-assets.com/books/1358266832m/13497818.jpg,Fiction
361,9780141439750,Oliver Twist,"Charles Dickens, George Cruikshank, Philip Horne",1838,eng,3.85,230181,https://images.gr-assets.com/books/1327868529m/18254.jpg,Classics
415,9780312532760,"Evermore (The Immortals, #1)",Alyson Noel,2009,en-US,3.59,230031,https://images.gr-assets.com/books/1362336360m/3975774.jpg,Young Adult
349,9780450031070,'Salem's Lot,Stephen King,1975,en-GB,3.99,228680,https://images.gr-assets.com/books/1327891565m/11590.jpg,Horror
250,9780375869020,Wonder,R.J. Palacio,2012,eng,4.43,228538,https://images.gr-assets.com/books/1309285027m/11387515.jpg,Young Adult
433,9780451216950,"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,2005,eng,4.21,227021,https://images.gr-assets.com/books/1429676285m/42899.jpg,Romance
325,9780552135400,A Prayer for Owen Meany,John Irving,1989,eng,4.22,226964,https://images.gr-assets.com/books/1260470010m/4473.jpg,Fiction
379,9780670022410,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,2011,eng,3.99,226622,https://images.gr-assets.com/books/1322168805m/8667848.jpg,Fantasy
391,9780679889110,The Lorax,Dr. Seuss,1971,eng,4.35,226564,https://images.gr-assets.com/books/1327879938m/7784.jpg,Children
434,9781416989430,"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,2010,en-US,4.07,226237,https://images.gr-assets.com/books/1362408146m/7791997.jpg,Young Adult
318,9780061950730,Orphan Train,Christina Baker Kline,2013,eng,4.14,226091,https://images.gr-assets.com/books/1362409483m/15818107.jpg,History
418,9781595142500,"Spirit Bound (Vampire Academy, #5)",Richelle Mead,2010,eng,4.37,224247,https://images.gr-assets.com/books/1291168967m/6479259.jpg,Young Adult
375,9780439227150,The Call of the Wild,Jack London,1903,eng,3.83,223932,https://images.gr-assets.com/books/1452291694m/1852.jpg,Classics
360,9780345404470,Do Androids Dream of Electric Sheep?,"Philip K. Dick, Roger Zelazny",1968,eng,4.08,223828,https://images.gr-assets.com/books/1435458683m/7082.jpg,Science Fiction
376,9780385738770,"The Death Cure (Maze Runner, #3)",James Dashner,2011,eng,3.77,223674,https://images.gr-assets.com/books/1303997647m/7864437.jpg,Young Adult
390,9780451528960,The Strange Case of Dr. Jekyll and Mr. Hyde,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886,eng,3.79,223535,https://images.gr-assets.com/books/1318116526m/51496.jpg,Classics
333,9780595440090,Still Alice,Lisa Genova,2007,eng,4.3,223432,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
338,9780340896970,One Day,David Nicholls,2009,eng,3.77,222926,https://images.gr-assets.com/books/1327873020m/6280118.jpg,Fiction
337,9780345453750,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,1996,eng,4.37,222842,https://images.gr-assets.com/books/1404613595m/13.jpg,Science Fiction
388,9780689840920,"Hatchet (Brian's Saga, #1)",Gary Paulsen,1986,en-US,3.68,222553,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult
416,9780590032490,The Witches,"Roald Dahl, Quentin Blake",1983,en-US,4.17,221431,https://images.gr-assets.com/books/1351707720m/6327.jpg,Children
331,9780061150140,The Pact,Jodi Picoult,1998,en-US,4.0,221225,https://images.gr-assets.com/books/1410754561m/10916.jpg,Fiction
371,9780441788380,Stranger in a Strange Land,Robert A. Heinlein,1961,eng,3.91,220301,https://images.gr-assets.com/books/1156897088m/350.jpg,Science Fiction
435,9780061726810,Before I Fall,Lauren Oliver,2010,eng,3.92,220160,https://images.gr-assets.com/books/1361044695m/6482837.jpg,Young Adult
406,9780874774240,The New Drawing on the Right Side of the Brain,Betty Edwards,1979,en-US,3.84,218264,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Business & Self-help
366,9780743223130,John Adams,David McCullough,2001,eng,4.05,215780,https://images.gr-assets.com/books/1478144278m/2203.jpg,History
320,9780316204280,"Where'd You Go, Bernadette",Maria Semple,2012,eng,3.9,215453,https://images.gr-assets.com/books/1338822317m/13526165.jpg,Fiction
470,9780316322410,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,"Malala Yousafzai, Christina Lamb",2012,eng,4.06,214412,https://images.gr-assets.com/books/1375414895m/17851885.jpg,Non-fiction
417,9780743298020,The Thirteenth Tale,Diane Setterfield,2006,eng,3.95,213200,https://images.gr-assets.com/books/1346267826m/40440.jpg,Fiction
447,9780375826730,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,2008,eng,4.03,211645,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
365,9781401207920,V for Vendetta,"Alan Moore, David   Lloyd",1990,eng,4.25,210682,https://images.gr-assets.com/books/1343668985m/5805.jpg,Comics & Graphic Novels
427,9781580495810,The Importance of Being Earnest,Oscar Wilde,1895,eng,4.17,210630,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
389,9780765311790,"The Final Empire (Mistborn, #1)",Brandon Sanderson,2006,eng,4.43,208944,https://images.gr-assets.com/books/1480717416m/68428.jpg,Fantasy
381,9780446672210,Where the Heart Is,Billie Letts,1995,en-US,4.0,208333,https://images.gr-assets.com/books/1327959469m/5168.jpg,Fiction
244,9780307341550,Sharp Objects,Gillian Flynn,2006,en-US,3.92,207889,https://images.gr-assets.com/books/1423241485m/66559.jpg,Mystery & Thriller
444,9780525467560,"Winnie-the-Pooh (Winnie-the-Pooh, #1)","A.A. Milne, Ernest H. Shepard",1926,eng,4.34,207550,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Children
409,9780375508420,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1987,eng,4.26,207508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
543,9781595143070,"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,2010,eng,4.42,206792,https://images.gr-assets.com/books/1319850978m/6527740.jpg,Young Adult
367,9780553384280,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,2003,eng,3.94,205986,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Horror
449,9780312360280,"Betrayed (House of Night, #2)","P.C. Cast, Kristin Cast",2007,en-US,3.93,205340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult
323,9780571224390,The Unbearable Lightness of Being,"Milan Kundera, Michael Henry Heim",1984,eng,4.08,205279,https://images.gr-assets.com/books/1265401884m/9717.jpg,Fiction
451,9781593082640,Northanger Abbey,"Jane Austen, Alfred MacAdam",1817,eng,3.8,205167,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
471,9780141439810,Mansfield Park,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814,eng,3.84,205064,https://images.gr-assets.com/books/1397063295m/45032.jpg,Fiction
450,9780451457810,"Storm Front (The Dresden Files, #1)",Jim Butcher,2000,en-US,4.02,203053,https://images.gr-assets.com/books/1419456275m/47212.jpg,Fantasy
443,9780670061050,Just Listen,Sarah Dessen,2006,en-US,4.06,202180,https://images.gr-assets.com/books/1358270741m/51738.jpg,Young Adult
385,9780307352150,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,2012,eng,4.04,202135,https://images.gr-assets.com/books/1328562861m/8520610.jpg,Non-fiction
446,9781420925530,A Study in Scarlet,Arthur Conan Doyle,1887,eng,4.15,201499,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
344,9780316777740,Naked,David Sedaris,1997,en-US,4.08,201337,https://images.gr-assets.com/books/1394178867m/4138.jpg,Humor
411,9780385338690,The Undomestic Goddess,Sophie Kinsella,2005,eng,3.82,200509,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance
424,9780156001310,The Name of the Rose,"Umberto Eco, William Weaver, Seán Barrett",1980,en-US,4.11,200217,https://images.gr-assets.com/books/1415375471m/119073.jpg,Fiction
540,9780142437020,A Little Princess,"Frances Hodgson Burnett, Nancy Bond",1905,eng,4.2,199872,https://images.gr-assets.com/books/1327868556m/3008.jpg,Classics
558,9780441012180,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,2004,eng,4.13,199572,https://images.gr-assets.com/books/1468561630m/140077.jpg,Fantasy
410,9780385474540,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,1958,en-US,3.61,199346,https://images.gr-assets.com/books/1352082529m/37781.jpg,Fiction
359,9781594631760,And the Mountains Echoed,Khaled Hosseini,2012,eng,4.03,199326,https://images.gr-assets.com/books/1358190204m/16115612.jpg,History
486,9780375822740,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,2003,eng,3.85,198809,https://images.gr-assets.com/books/1397931596m/307791.jpg,Young Adult
517,9780802798240,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,2008,eng,4.07,198627,https://images.gr-assets.com/books/1439792475m/4268157.jpg,Romance
432,9780553803710,"I, Robot (Robot #0.1)",Isaac Asimov,1950,eng,4.17,198368,https://images.gr-assets.com/books/1388321463m/41804.jpg,Science Fiction
535,9780316134030,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,2011,eng,4.04,198283,https://images.gr-assets.com/books/1461353773m/8490112.jpg,Fantasy
454,9780060245860,If You Give a Mouse a Cookie,"Laura Joffe Numeroff, Felicia Bond",1985,en-US,4.24,198083,https://images.gr-assets.com/books/1276046901m/767680.jpg,Children
396,9780345505330,Hotel on the Corner of Bitter and Sweet,Jamie Ford,2009,eng,3.98,197294,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,History
425,9781416914630,Go Ask Alice,"Beatrice Sparks, Anonymous",1971,eng,3.77,196677,https://images.gr-assets.com/books/1327870536m/46799.jpg,Fiction
402,9780553212280,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,1843,en-GB,4.15,195689,https://images.gr-assets.com/books/1327936583m/391729.jpg,Classics
544,9780064400020,"Little House on the Prairie (Little House, #2)","Laura Ingalls Wilder, Garth Williams",1935,eng,4.18,195424,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
395,9780684803360,For Whom the Bell Tolls,Ernest Hemingway,1940,eng,3.95,195063,https://images.gr-assets.com/books/1492591524m/46170.jpg,Classics
456,9780822210890,A Streetcar Named Desire,Tennessee Williams,1947,eng,3.97,194493,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Poetry & Drama
431,9780525945570,"Red Dragon (Hannibal Lecter, #1)",Thomas Harris,1981,eng,4.01,194013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Horror
581,9780312642970,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,2013,eng,4.3,193766,https://images.gr-assets.com/books/1470056982m/13206760.jpg,Fantasy
519,9780689865400,"Pretties (Uglies, #2)",Scott Westerfeld,2005,eng,3.85,193405,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult
475,9780525422940,"Where She Went (If I Stay, #2)",Gayle Forman,2011,en-US,4.06,193141,https://images.gr-assets.com/books/1347810457m/8492825.jpg,Young Adult
500,9780613371650,"The Princess Diaries (The Princess Diaries, #1)",Meg Cabot,2000,eng,3.76,193140,https://images.gr-assets.com/books/1355011082m/38980.jpg,Young Adult
407,9780060838720,Bel Canto,Ann Patchett,2001,eng,3.92,192330,https://images.gr-assets.com/books/1352997328m/5826.jpg,Fiction
480,9780440238160,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,2000,eng,4.06,192315,https://images.gr-assets.com/books/1329189152m/18122.jpg,Fantasy
372,9780965904830,Dress Your Family in Corduroy and Denim,David Sedaris,2004,eng,4.08,191923,https://images.gr-assets.com/books/1352983006m/10176.jpg,Humor
421,9780345521310,The Paris Wife,Paula McLain,2011,eng,3.79,191850,https://images.gr-assets.com/books/1320545874m/8683812.jpg,History
491,9780312379830,"Untamed (House of Night, #4)","P.C. Cast, Kristin Cast",2008,en-US,3.95,191743,https://images.gr-assets.com/books/1438037020m/2866718.jpg,Young Adult
374,9780767908180,A Short History of Nearly Everything,Bill Bryson,2003,en-US,4.19,191535,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,History
583,9781442426640,"Silence (Hush, Hush, #3)",Becca Fitzpatrick,2011,eng,4.16,190722,https://images.gr-assets.com/books/1362408152m/10637766.jpg,Young Adult
429,9780060855920,"The Color of Magic (Discworld, #1; Rincewind #1)",Terry Pratchett,1983,eng,3.97,190590,https://images.gr-assets.com/books/1407111017m/34497.jpg,Fantasy
527,9781841493010,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,2002,eng,3.97,190565,https://images.gr-assets.com/books/1329501808m/110494.jpg,Fantasy
457,9780751537280,The Historian,Elizabeth Kostova,2005,eng,3.77,190473,https://images.gr-assets.com/books/1338298031m/10692.jpg,Fiction
422,9780545044260,"Harry Potter Boxset (Harry Potter, #1-7)",J.K. Rowling,1998,eng,4.74,190050,https://images.gr-assets.com/books/1392579059m/862041.jpg,Fiction
539,9781301949820,"Hopeless (Hopeless, #1)",Colleen Hoover,2012,eng,4.34,189938,https://images.gr-assets.com/books/1353489892m/15717943.jpg,Romance
542,9780439861370,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,1954,eng,3.9,189671,https://images.gr-assets.com/books/1388210968m/84119.jpg,Fantasy
473,9780670038600,"In the Woods (Dublin Murder Squad, #1)",Tana French,2007,eng,3.74,188024,https://images.gr-assets.com/books/1348442606m/237209.jpg,Mystery & Thriller
401,9780099910110,A Farewell to Arms,Ernest Hemingway,1929,en-US,3.79,186613,https://images.gr-assets.com/books/1313714836m/10799.jpg,Classics
453,9780802142850,Cold Mountain,Charles Frazier,1997,en-US,3.83,185979,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,History
469,9780439321600,Fantastic Beasts and Where to Find Them,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001,eng,3.95,185928,https://images.gr-assets.com/books/1303738520m/41899.jpg,Young Adult
420,9780446676080,Message in a Bottle,Nicholas Sparks,1998,en-US,3.95,185116,https://images.gr-assets.com/books/1163789140m/3478.jpg,Romance
493,9780684823780,Mere Christianity,C.S. Lewis,1952,eng,4.31,184759,https://images.gr-assets.com/books/1468102872m/11138.jpg,Philosophy & Religion
383,9780307276900,A Million Little Pieces,James Frey,2003,en-CA,3.62,184241,https://images.gr-assets.com/books/1483206985m/1241.jpg,Non-fiction
378,9780618485220,The Namesake,Jhumpa Lahiri,2003,en-US,3.96,184211,https://images.gr-assets.com/books/1480106986m/33917.jpg,Fiction
490,9780394541560,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,1985,eng,4.35,184007,https://images.gr-assets.com/books/1327884972m/15196.jpg,Comics & Graphic Novels
380,9780375704020,Norwegian Wood,"Haruki Murakami, Jay Rubin",1987,eng,4.02,183988,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
400,9780441569600,Neuromancer,William Gibson,1984,eng,3.88,183878,https://images.gr-assets.com/books/1167348726m/22328.jpg,Fiction
459,9781476738020,A Man Called Ove,"Fredrik Backman, Henning Koch",2012,eng,4.35,183777,https://images.gr-assets.com/books/1405259930m/18774964.jpg,Fiction
441,9781439148500,Under the Dome,Stephen King,2009,eng,3.89,183292,https://images.gr-assets.com/books/1268982908m/6320534.jpg,Horror
497,9780439228910,Black Beauty,Anna Sewell,1877,eng,3.94,183255,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
461,9781416500190,"The Good Earth (House of Earth, #1)",Pearl S. Buck,1931,eng,3.97,182220,https://images.gr-assets.com/books/1312497600m/1078.jpg,Classics
404,9780385344230,Defending Jacob,William Landay,2012,eng,3.97,182025,https://images.gr-assets.com/books/1329612158m/11367726.jpg,Fiction
525,9780061978070,"Pandemonium (Delirium, #2)",Lauren Oliver,2012,eng,4.07,181656,https://images.gr-assets.com/books/1310371414m/9593911.jpg,Science Fiction
563,9781841493020,"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,2003,en-GB,4.03,181323,https://images.gr-assets.com/books/1329501590m/140082.jpg,Fantasy
468,9780061120060,Their Eyes Were Watching God,Zora Neale Hurston,1937,eng,3.87,181106,https://images.gr-assets.com/books/1368072803m/37415.jpg,Classics
643,9780312360310,"Chosen (House of Night, #3)","P.C. Cast, Kristin Cast",2008,en-US,3.9,180961,https://images.gr-assets.com/books/1393192825m/1326258.jpg,Young Adult
445,9780062060560,Before I Go to Sleep,S.J. Watson,2011,en-CA,3.87,180896,https://images.gr-assets.com/books/1358353512m/9736930.jpg,Fiction
501,9781400034770,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,1998,eng,3.75,180320,https://images.gr-assets.com/books/1459953654m/7061.jpg,Mystery & Thriller
541,9780142406250,The Truth About Forever,Sarah Dessen,2004,en-US,4.13,179415,https://images.gr-assets.com/books/1362767907m/51737.jpg,Young Adult
398,9780060838580,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2001,eng,3.73,179347,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Non-fiction
561,9780394820380,The Phantom Tollbooth,"Norton Juster, Jules Feiffer",1961,en-US,4.22,178432,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
478,9780375757330,Robinson Crusoe,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719,eng,3.66,178188,https://images.gr-assets.com/books/1403180114m/2932.jpg,Classics
405,9780385334200,Breakfast of Champions,Kurt Vonnegut Jr.,1973,eng,4.08,178154,https://images.gr-assets.com/books/1327934446m/4980.jpg,Classics
397,9780140120840,Perfume: The Story of a Murderer,"Patrick Süskind, John E. Woods",1985,eng,4.0,178135,https://images.gr-assets.com/books/1409112276m/343.jpg,Fiction
463,9780385335970,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,1992,eng,4.31,178110,https://images.gr-assets.com/books/1456114344m/5364.jpg,History
607,9781481426300,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,2014,eng,4.48,177796,https://images.gr-assets.com/books/1460477794m/8755785.jpg,Fantasy
270,9781844080380,Rebecca,"Daphne du Maurier, Sally Beauman",1938,en-US,4.2,177384,https://images.gr-assets.com/books/1327871977m/12873.jpg,Classics
632,9780062085480,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,2011,en-US,4.01,176433,https://images.gr-assets.com/books/1310649047m/10429045.jpg,Young Adult
496,9780553381670,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,1980,eng,4.02,176062,https://images.gr-assets.com/books/1385331302m/1295.jpg,History
442,9780553380960,Snow Crash,Neal Stephenson,1992,eng,4.02,175883,https://images.gr-assets.com/books/1477624625m/830.jpg,Science Fiction
481,9780765346520,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,1994,eng,4.13,175771,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
530,9780743482750,Much Ado About Nothing,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598,eng,4.06,175616,https://images.gr-assets.com/books/1327885569m/12957.jpg,Classics
600,9780385739150,"Torment (Fallen, #2)",Lauren Kate,2010,eng,3.89,174393,https://images.gr-assets.com/books/1362339749m/7740152.jpg,Young Adult
577,9780374480100,Tuck Everlasting,Natalie Babbitt,1975,eng,3.85,174280,https://images.gr-assets.com/books/1445184695m/84981.jpg,Fantasy
579,9780001713220,Are You My Mother?,P.D. Eastman,1960,eng,4.16,174204,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Children
488,9780451933030,The Green Mile,Stephen King,1996,eng,4.42,173950,https://images.gr-assets.com/books/1373903563m/11566.jpg,Horror
586,9780689875340,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,2003,eng,3.79,173613,https://images.gr-assets.com/books/1284558475m/3682.jpg,Fantasy
545,9780380002560,The Velveteen Rabbit,"Margery Williams Bianco, William   Nicholson",1922,eng,4.29,173469,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Children
487,9780060541810,The Andromeda Strain,Michael Crichton,1969,eng,3.87,173186,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction
455,9780312323870,"Something Blue (Darcy & Rachel, #2)",Emily Giffin,2005,en-US,3.92,172417,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
569,9780446617800,"The Angel Experiment (Maximum Ride, #1)",James Patterson,2005,eng,4.08,172302,https://images.gr-assets.com/books/1339277875m/13152.jpg,Young Adult
408,9780739467350,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,1997,eng,4.0,171558,https://images.gr-assets.com/books/1453215833m/1842.jpg,History
513,9780553256700,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971,en-US,4.42,171384,https://images.gr-assets.com/books/1320418824m/561909.jpg,Non-fiction
472,9780807014300,Man's Search for Meaning,Viktor E. Frankl,1946,eng,4.33,171281,https://images.gr-assets.com/books/1467136625m/4069.jpg,Non-fiction
503,9780451458000,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,1968,eng,4.12,170841,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction
426,9780802130200,A Confederacy of Dunces,"John Kennedy Toole, Walker Percy",1980,eng,3.89,170776,https://images.gr-assets.com/books/1436747103m/310612.jpg,Fiction
448,9780310277000,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,2002,en-US,3.9,170491,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Philosophy & Religion
602,9780064405040,"The Silver Chair (Chronicles of Narnia, #4)","C.S. Lewis, Pauline Baynes",1953,eng,3.95,170453,https://images.gr-assets.com/books/1336139237m/65641.jpg,Fantasy
509,9780593053900,Remember Me?,Sophie Kinsella,2008,eng,3.76,170096,https://images.gr-assets.com/books/1276963901m/1358844.jpg,Romance
631,9780441013330,"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris,2005,eng,4.01,169560,https://images.gr-assets.com/books/1468562419m/170210.jpg,Fantasy
518,9780805072460,Peter Pan,"J.M. Barrie, Michael Hague",1904,en-US,4.1,169306,https://images.gr-assets.com/books/1337714526m/34268.jpg,Classics
440,9780525951650,"Fall of Giants (The Century Trilogy, #1)",Ken Follett,2010,eng,4.26,168911,https://images.gr-assets.com/books/1470384630m/7315573.jpg,History
529,9780141439500,Gulliver's Travels,"Jonathan Swift, Robert DeMaria Jr.",1726,eng,3.55,168727,https://images.gr-assets.com/books/1427829692m/7733.jpg,Classics
523,9780767902890,The Things They Carried,Tim O'Brien,1990,en-US,4.12,168678,https://images.gr-assets.com/books/1424663847m/133518.jpg,Non-fiction
494,9781400031700,The Secret History,Donna Tartt,1992,eng,4.07,168405,https://images.gr-assets.com/books/1451554846m/29044.jpg,Fiction
482,9781439153670,The Kitchen House,Kathleen Grissom,2010,en-CA,4.18,168082,https://images.gr-assets.com/books/1463229128m/6837103.jpg,History
498,9780192833980,War and Peace,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869,eng,4.11,168037,https://images.gr-assets.com/books/1413215930m/656.jpg,Classics
437,9780670024780,The Invention of Wings,Sue Monk Kidd,2014,en-US,4.23,168006,https://images.gr-assets.com/books/1386699861m/18079776.jpg,History
626,9780395389490,The Polar Express,Chris Van Allsburg,1985,en-US,4.29,168001,https://images.gr-assets.com/books/1356707942m/420282.jpg,Children
538,9780679751530,Midnight in the Garden of Good and Evil,John Berendt,1994,eng,3.9,167997,https://images.gr-assets.com/books/1427166915m/386187.jpg,Non-fiction
842,9781619634440,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,2015,eng,4.29,167848,https://images.gr-assets.com/books/1491595796m/16096824.jpg,Fantasy
430,9781400079280,Kafka on the Shore,"Haruki Murakami, Philip Gabriel",2002,en-US,4.13,167593,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
465,9780743495660,In Her Shoes,Jennifer Weiner,2002,eng,3.78,167400,https://images.gr-assets.com/books/1435252471m/14758.jpg,Fiction
511,9780743477150,"Postmortem (Kay Scarpetta, #1)",Patricia Cornwell,1990,eng,4.01,167379,https://images.gr-assets.com/books/1341835831m/6534.jpg,Mystery & Thriller
403,9781590302260,The Art of War,"Sun Tzu, Thomas Cleary",-500,eng,3.95,167332,https://images.gr-assets.com/books/1453417993m/10534.jpg,Non-fiction
476,9780345915600,The World According to Garp,John Irving,1978,eng,4.07,167106,https://images.gr-assets.com/books/1447234581m/7069.jpg,Fiction
499,9780679735780,American Psycho,Bret Easton Ellis,1991,eng,3.81,166083,https://images.gr-assets.com/books/1436934349m/28676.jpg,Fiction
438,9780141043760,What Alice Forgot,Liane Moriarty,2009,eng,4.05,165704,https://images.gr-assets.com/books/1377159022m/6469165.jpg,Fiction
